#hg17.kgXref.kgID	hg17.kgXref.geneSymbol	hg17.knownToLocusLink.value
NM_002374	MAP2	4133
NM_002376	MARK3	4140
NM_002377	MAS1	4142
NM_002378	MATK	4145
NM_002379	MATN1	4146
NM_002380	MATN2	4147
NM_002381	MATN3	4148
NM_002382	MAX	4149
NM_002384	MBD1	4152
NM_002385	MBP	4155
NM_002386	MC1R	4157
NM_002387	MCC	4163
NM_002388	MCM3	4172
NM_002389	MCP	4179
NM_002390	ADAM11	4185
NM_002392	MDM2	4193
NM_002393	MDM4	4194
NM_002394	SLC3A2	6520
NM_002395	ME1	4199
NM_002396	ME2	4200
NM_002397	MEF2C	4208
NM_002398	MEIS1	4211
NM_002399	MEIS2	4212
NM_002401	MAP3K3	4215
NM_002402	MEST	4232
NM_002404	MFAP4	4239
NM_002405	MFNG	4242
NM_002406	MGAT1	4245
NM_002407	SCGB2A1	4246
NM_002408	MGAT2	4247
NM_002410	MGAT5	4249
NM_002411	SCGB2A2	4250
NM_002413	MGST2	4258
NM_002414	CD99	4267
NM_002415	MIF	4282
NM_002416	CXCL9	4283
NM_002417	MKI67	4288
NM_002418	MLN	4295
NM_002419	MAP3K11	4296
NM_002420	TRPM1	4308
NM_002421	MMP1	4312
NM_002422	MMP3	4314
NM_002424	MMP8	4317
NM_002425	MMP10	4319
NM_002427	MMP13	4322
NM_002428	MMP15	4324
NM_002429	MMP19	4327
NM_002430	MN1	4330
NM_002431	MNAT1	4331
NM_002432	MNDA	4332
NM_002433	MOG	4340
NM_002434	MPG	4350
NM_002435	MPI	4351
NM_002436	MPP1	4354
NM_002437	MPV17	4358
NM_002438	MRC1	4360
NM_002439	MSH3	4437
NM_002440	MSH4	4438
NM_002441	MSH5	4439
NM_002442	MSI1	4440
NM_002443	MSMB	4477
NM_002444	MSN	4478
NM_002446	MAP3K10	4294
NM_002447	MST1R	4486
NM_002449	MSX2	4488
NM_002451	MTAP	4507
NM_002454	MTRR	4552
NM_002455	MTX1	4580
NM_002456	MUC1	4582
NM_002457	MUC2	4583
NM_002460	IRF4	3662
NM_002461	MVD	4597
NM_002462	MX1	4599
NM_002463	MX2	4600
NM_002465	MYBPC1	4604
NM_002466	MYBL2	4605
NM_002467	MYC	4609
NM_002468	MYD88	4615
NM_002469	MYF6	4618
NM_002470	MYH3	4621
NM_002471	MYH6	4624
NM_002472	MYH8	4626
NM_002473	MYH9	4627
NM_002474	MYH11	4629
NM_002475	MLC1SA	140465
NM_002477	MYL5	4636
NM_002478	MYOD1	4654
NM_002479	MYOG	4656
NM_002480	PPP1R12A	4659
NM_002481	PPP1R12B	4660
NM_002482	NASP	4678
NM_002483	CEACAM6	4680
NM_002484	NUBP1	4682
NM_002485	NBS1	4683
NM_002486	NCBP1	4686
NM_002487	NDN	4692
NM_002488	NDUFA2	4695
NM_002489	NDUFA4	4697
NM_002490	NDUFA6	4700
NM_002491	NDUFB3	4709
NM_002492	NDUFB5	4711
NM_002493	NDUFB6	4712
NM_002494	NDUFC1	4717
NM_002495	NDUFS4	4724
NM_002496	NDUFS8	4728
NM_002497	NEK2	4751
NM_002498	NEK3	4752
NM_002499	NEO1	4756
NM_002500	NEUROD1	4760
NM_002501	NFIX	4784
NM_002503	NFKBIB	4793
NM_002504	NFX1	4799
NM_002505	NFYA	4800
NM_002506	NGFB	4803
NM_002507	NGFR	4804
NM_002508	NID	4811
NM_002509	NKX2-2	4821
NM_002510	GPNMB	10457
NM_002511	NMBR	4829
NM_002512	NME2	4831
NM_002513	NME3	4832
NM_002514	NOV	4856
NM_002515	NOVA1	4857
NM_002516	NOVA2	4858
NM_002517	NPAS1	4861
NM_002518	NPAS2	4862
NM_002519	NPAT	4863
NM_002520	NPM1	4869
NM_002521	NPPB	4879
NM_002522	NPTX1	4884
NM_002523	NPTX2	4885
NM_002524	NRAS	4893
NM_002525	NRD1	4898
NM_002526	NT5E	4907
NM_002527	NTF3	4908
NM_002528	NTHL1	4913
NM_002529	NTRK1	4914
NM_002530	NTRK3	4916
NM_002531	NTSR1	4923
NM_002532	NUP88	4927
NM_002533	NVL	4931
NM_002534	OAS1	4938
NM_002536	OATL1	4943
NM_002537	OAZ2	4947
NM_002538	OCLN	4950
NM_002539	ODC1	4953
NM_002540	ODF2	4957
NM_002541	OGDH	4967
NM_002542	OGG1	4968
NM_002543	OLR1	4973
NM_002544	OMG	4974
NM_002545	OPCML	4978
NM_002546	TNFRSF11B	4982
NM_002547	OPHN1	4983
NM_002548	OR1D2	4991
NM_002550	OR3A1	4994
NM_002551	OR3A2	4995
NM_002552	ORC4L	5000
NM_002553	ORC5L	5001
NM_002556	OSBP	5007
NM_002557	OVGP1	5016
NM_002558	P2RX1	5023
NM_002559	P2RX3	5024
NM_002560	P2RX4	5025
NM_002561	P2RX5	5026
NM_002562	P2RX7	5027
NM_002563	P2RY1	5028
NM_002565	P2RY4	5030
NM_002566	P2RY11	5032
NM_002567	PBP	5037
NM_002568	PABPC1	26986
NM_002569	FURIN	5045
NM_002571	PAEP	5047
NM_002572	PAFAH1B2	5049
NM_002573	PAFAH1B3	5050
NM_002574	PRDX1	5052
NM_002575	SERPINB2	5055
NM_002576	PAK1	5058
NM_002577	PAK2	5062
NM_002578	PAK3	5063
NM_002579	PALM	5064
NM_002581	PAPPA	5069
NM_002583	PAWR	5074
NM_002584	PAX7	5081
NM_002585	PBX1	5087
NM_002586	PBX2	5089
NM_002587	PCDH1	5097
NM_002588	PCDHGC3	5098
NM_002589	PCDH7	5099
NM_002590	PCDH8	5100
NM_002591	PCK1	5105
NM_002592	PCNA	5111
NM_002593	PCOLCE	5118
NM_002594	PCSK2	5126
NM_002595	PCTK2	5128
NM_002596	PCTK3	5129
NM_002597	PDC	5132
NM_002598	PDCD2	5134
NM_002599	PDE2A	5138
NM_002600	PDE4B	5142
NM_002601	PDE6D	5147
NM_002602	PDE6G	5148
NM_002603	PDE7A	5150
NM_002604	PDE7A	5150
NM_002605	PDE8A	5151
NM_002606	PDE9A	5152
NM_002608	PDGFB	5155
NM_002609	PDGFRB	5159
NM_002610	PDK1	5163
NM_002611	PDK2	5164
NM_002612	PDK4	5166
NM_002613	PDPK1	5170
NM_002614	PDZK1	5174
NM_002615	SERPINF1	5176
NM_002616	PER1	5187
NM_002617	PEX10	5192
NM_002618	PEX13	5194
NM_002619	PF4	5196
NM_002620	PF4V1	5197
NM_002621	PFC	5199
NM_002622	PFDN1	5201
NM_002623	PFDN4	5203
NM_002624	PFDN5	5204
NM_002625	PFKFB1	5207
NM_002626	PFKL	5211
NM_002627	PFKP	5214
NM_002628	PFN2	5217
NM_002629	PGAM1	5223
NM_002630	PGC	5225
NM_002631	PGD	5226
NM_002632	PGF	5228
NM_002633	PGM1	5236
NM_002634	PHB	5245
NM_002636	PHF1	5252
NM_002637	PHKA1	5255
NM_002638	PI3	5266
NM_002639	SERPINB5	5268
NM_002641	PIGA	5277
NM_002642	PIGC	5279
NM_002643	PIGF	5281
NM_002644	PIGR	5284
NM_002645	PIK3C2A	5286
NM_002646	PIK3C2B	5287
NM_002647	PIK3C3	5289
NM_002648	PIM1	5292
NM_002649	PIK3CG	5294
NM_002650	PIK4CA	5297
NM_002651	PIK4CB	5298
NM_002652	PIP	5304
NM_002654	PKM2	5315
NM_002655	PLAG1	5324
NM_002656	PLAGL1	5325
NM_002657	PLAGL2	5326
NM_002658	PLAU	5328
NM_002659	PLAUR	5329
NM_002660	PLCG1	5335
NM_002662	PLD1	5337
NM_002663	PLD2	5338
NM_002664	PLEK	5341
NM_002665	PLGLB1	5342
NM_002666	PLIN	5346
NM_002667	PLN	5350
NM_002668	PLP2	5355
NM_002670	PLS1	5357
NM_002673	PLXNB1	5364
NM_002674	PMCH	5367
NM_002675	PML	5371
NM_002676	PMM1	5372
NM_002677	PMP2	5375
NM_002685	EXOSC10	5394
NM_002686	PNMT	5409
NM_002687	PNN	5411
NM_002688	SEPT5	5413
NM_002689	POLA2	23649
NM_002690	POLB	5423
NM_002691	POLD1	5424
NM_002692	POLE2	5427
NM_002693	POLG	5428
NM_002695	POLR2E	5434
NM_002696	POLR2G	5436
NM_002697	POU2F1	5451
NM_002698	POU2F2	5452
NM_002699	POU3F1	5453
NM_002700	POU4F3	5459
NM_002701	POU5F1	5460
NM_002702	POU6F1	5463
NM_002703	PPAT	5471
NM_002704	PPBP	5473
NM_002705	PPL	5493
NM_002706	PPM1B	5495
NM_002708	PPP1CA	5499
NM_002709	PPP1CB	5500
NM_002710	PPP1CC	5501
NM_002711	PPP1R3A	5506
NM_002712	PPP1R7	5510
NM_002713	PPP1R8	5511
NM_002714	PPP1R10	5514
NM_002715	PPP2CA	5515
NM_002717	PPP2R2A	5520
NM_002718	PPP2R3A	5523
NM_002719	PPP2R5C	5527
NM_002720	PPP4C	5531
NM_002721	PPP6C	5537
NM_002722	PPY	5539
NM_002723	PRB4	5545
NM_002725	PRELP	5549
NM_002726	PREP	5550
NM_002727	PRG1	5552
NM_002728	PRG2	5553
NM_002729	HHEX	3087
NM_002730	PRKACA	5566
NM_002731	PRKACB	5567
NM_002732	PRKACG	5568
NM_002733	PRKAG1	5571
NM_002736	PRKAR2B	5577
NM_002737	PRKCA	5578
NM_002738	PRKCB1	5579
NM_002739	PRKCG	5582
NM_002740	PRKCI	5584
NM_002741	PKN1	5585
NM_002742	PRKD1	5587
NM_002743	PRKCSH	5589
NM_002744	PRKCZ	5590
NM_002746	MAPK3	5595
NM_002748	MAPK6	5597
NM_002750	MAPK8	5599
NM_002751	MAPK11	5600
NM_002752	MAPK9	5601
NM_002753	MAPK10	5602
NM_002754	MAPK13	5603
NM_002755	MAP2K1	5604
NM_002757	MAP2K5	5607
NM_002758	MAP2K6	5608
NM_002759	EIF2AK2	5610
NM_002761	PRM1	5619
NM_002763	PROX1	5629
NM_002764	PRPS1	5631
NM_002765	PRPS2	5634
NM_002767	PRPSAP2	5636
NM_002769	PRSS1	5644
NM_002770	PRSS2	5645
NM_002771	PRSS3	5646
NM_002772	PRSS7	5651
NM_002773	PRSS8	5652
NM_002775	PRSS11	5654
NM_002776	KLK10	5655
NM_002777	PRTN3	5657
NM_002778	PSAP	5660
NM_002779	PSD	5662
NM_002780	PSG4	5672
NM_002781	PSG5	5673
NM_002782	PSG6	5675
NM_002784	PSG9	5678
NM_002785	PSG11	5680
NM_002786	PSMA1	5682
NM_002787	PSMA2	5683
NM_002788	PSMA3	5684
NM_002789	PSMA4	5685
NM_002790	PSMA5	5686
NM_002791	PSMA6	5687
NM_002792	PSMA7	5688
NM_002794	PSMB2	5690
NM_002795	PSMB3	5691
NM_002796	PSMB4	5692
NM_002797	PSMB5	5693
NM_002798	PSMB6	5694
NM_002799	PSMB7	5695
NM_002800	PSMB9	5698
NM_002801	PSMB10	5699
NM_002802	PSMC1	5700
NM_002803	PSMC2	5701
NM_002804	PSMC3	5702
NM_002805	PSMC5	5705
NM_002806	PSMC6	5706
NM_002807	PSMD1	5707
NM_002808	PSMD2	5708
NM_002809	PSMD3	5709
NM_002810	PSMD4	5710
NM_002811	PSMD7	5713
NM_002812	PSMD8	5714
NM_002813	PSMD9	5715
NM_002814	PSMD10	5716
NM_002815	PSMD11	5717
NM_002817	PSMD13	5719
NM_002818	PSME2	5721
NM_002819	PTBP1	5725
NM_002820	PTHLH	5744
NM_002821	PTK7	5754
NM_002822	PTK9	5756
NM_002823	PTMA	5757
NM_002824	PTMS	5763
NM_002825	PTN	5764
NM_002826	QSCN6	5768
NM_002827	PTPN1	5770
NM_002828	PTPN2	5771
NM_002829	PTPN3	5774
NM_002830	PTPN4	5775
NM_002831	PTPN6	5777
NM_002832	PTPN7	5778
NM_002833	PTPN9	5780
NM_002834	PTPN11	5781
NM_002835	PTPN12	5782
NM_002836	PTPRA	5786
NM_002837	PTPRB	5787
NM_002838	PTPRC	5788
NM_002839	PTPRD	5789
NM_002840	PTPRF	5792
NM_002841	PTPRG	5793
NM_002843	PTPRJ	5795
NM_002844	PTPRK	5796
NM_002845	PTPRM	5797
NM_002846	PTPRN	5798
NM_002847	PTPRN2	5799
NM_002848	PTPRO	5800
NM_002849	PTPRR	5801
NM_002850	PTPRS	5802
NM_002851	PTPRZ1	5803
NM_002852	PTX3	5806
NM_002854	PVALB	5816
NM_002855	PVRL1	5818
NM_002856	PVRL2	5819
NM_002857	PEX19	5824
NM_002858	ABCD3	5825
NM_002859	PXN	5829
NM_002860	ALDH18A1	5832
NM_002861	PCYT2	5833
NM_002862	PYGB	5834
NM_002863	PYGL	5836
NM_002864	PZP	5858
NM_002865	RAB2	5862
NM_002866	RAB3A	5864
NM_002867	RAB3B	5865
NM_002868	RAB5B	5869
NM_002869	RAB6A	5870
NM_002870	RAB13	5872
NM_002871	RABIF	5877
NM_002872	RAC2	5880
NM_002873	RAD17	5884
NM_002874	RAD23B	5887
NM_002875	RAD51	5888
NM_002876	RAD51C	5889
NM_002877	RAD51L1	5890
NM_002878	RAD51L3	5892
NM_002880	RAF1	5894
NM_002881	RALB	5899
NM_002882	RANBP1	5902
NM_002883	RANGAP1	5905
NM_002885	RAP1GA1	5909
NM_002886	RAP2B	5912
NM_002887	RARS	5917
NM_002888	RARRES1	5918
NM_002889	RARRES2	5919
NM_002890	RASA1	5921
NM_002891	RASGRF1	5923
NM_002892	ARID4A	5926
NM_002893	RBBP7	5931
NM_002894	RBBP8	5932
NM_002895	RBL1	5933
NM_002897	RBMS1	5937
NM_002898	RBMS2	5939
NM_002899	RBP1	5947
NM_002900	RBP3	5949
NM_002902	RCN2	5955
NM_002903	RCV1	5957
NM_002904	RDBP	7936
NM_002905	RDH5	5959
NM_002906	RDX	5962
NM_002907	RECQL	5965
NM_002908	REL	5966
NM_002909	REG1A	5967
NM_002910	RENBP	5973
NM_002911	RENT1	5976
NM_002912	REV3L	5980
NM_002913	RFC1	5981
NM_002914	RFC2	5982
NM_002915	RFC3	5983
NM_002916	RFC4	5984
NM_002918	RFX1	5989
NM_002919	RFX3	5991
NM_002920	RFX4	5992
NM_002921	RGR	5995
NM_002922	RGS1	5996
NM_002923	RGS2	5997
NM_002924	RGS7	6000
NM_002925	RGS10	6001
NM_002926	RGS12	6002
NM_002927	RGS13	6003
NM_002928	RGS16	6004
NM_002930	RIT2	6014
NM_002931	RING1	6015
NM_002934	RNASE2	6036
NM_002935	RNASE3	6037
NM_002936	RNASEH1	246243
NM_002938	RNF4	6047
NM_002939	RNH	6050
NM_002940	ABCE1	6059
NM_002941	ROBO1	6091
NM_002942	ROBO2	6092
NM_002943	RORA	6095
NM_002944	ROS1	6098
NM_002945	RPA1	6117
NM_002946	RPA2	6118
NM_002947	RPA3	6119
NM_002948	RPL15	6138
NM_002949	MRPL12	6182
NM_002950	RPN1	6184
NM_002951	RPN2	6185
NM_002952	RPS2	6187
NM_002953	RPS6KA1	6195
NM_002954	RPS27A	6233
NM_002955	RREB1	6239
NM_002956	RSN	6249
NM_002959	SORT1	6272
NM_002960	S100A3	6274
NM_002961	S100A4	6275
NM_002962	S100A5	6276
NM_002963	S100A7	6278
NM_002964	S100A8	6279
NM_002966	S100A10	6281
NM_002967	SAFB	6294
NM_002968	SALL1	6299
NM_002969	MAPK12	6300
NM_002970	SAT	6303
NM_002971	SATB1	6304
NM_002972	SBF1	6305
NM_002973	ATXN2	6311
NM_002974	SERPINB4	6318
NM_002975	CLEC11A	6320
NM_002976	SCN7A	6332
NM_002977	SCN9A	6335
NM_002978	SCNN1D	6339
NM_002979	SCP2	6342
NM_002980	SCTR	6344
NM_002981	CCL1	6346
NM_002982	CCL2	6347
NM_002983	CCL3	6348
NM_002984	CCL4	6351
NM_002985	CCL5	6352
NM_002986	CCL11	6356
NM_002987	CCL17	6361
NM_002988	CCL18	6362
NM_002989	CCL21	6366
NM_002990	CCL22	6367
NM_002991	CCL24	6369
NM_002993	CXCL6	6372
NM_002994	CXCL5	6374
NM_002995	XCL1	6375
NM_002996	CX3CL1	6376
NM_002998	SDC2	6383
NM_002999	SDC4	6385
NM_003000	SDHB	6390
NM_003001	SDHC	6391
NM_003002	SDHD	6392
NM_003003	SEC14L1	6397
NM_003004	SECTM1	6398
NM_003005	SELP	6403
NM_003006	SELPLG	6404
NM_003007	SEMG1	6406
NM_003008	SEMG2	6407
NM_003009	SEPW1	6415
NM_003010	MAP2K4	6416
NM_003011	SET	6418
NM_003012	SFRP1	6422
NM_003013	SFRP2	6423
NM_003014	SFRP4	6424
NM_003015	SFRP5	6425
NM_003016	SFRS2	6427
NM_003017	SFRS3	6428
NM_003018	SFTPC	6440
NM_003019	SFTPD	6441
NM_003020	SGNE1	6447
NM_003021	SGTA	6449
NM_003022	SH3BGRL	6451
NM_003023	SH3BP2	6452
NM_003024	ITSN1	6453
NM_003025	SH3GL1	6455
NM_003026	SH3GL2	6456
NM_003027	SH3GL3	6457
NM_003029	SHC1	6464
NM_003033	ST3GAL1	6482
NM_003034	ST8SIA1	6489
NM_003035	SIL	6491
NM_003036	SKI	6497
NM_003037	SLAMF1	6504
NM_003038	SLC1A4	6509
NM_003039	SLC2A5	6518
NM_003040	SLC4A2	6522
NM_003041	SLC5A2	6524
NM_003043	SLC6A6	6533
NM_003044	SLC6A12	6539
NM_003045	SLC7A1	6541
NM_003046	SLC7A2	6542
NM_003047	SLC9A1	6548
NM_003048	SLC9A2	6549
NM_003049	SLC10A1	6554
NM_003051	SLC16A1	6566
NM_003052	SLC34A1	6569
NM_003053	SLC18A1	6570
NM_003054	SLC18A2	6571
NM_003055	SLC18A3	6572
NM_003057	SLC22A1	6580
NM_003058	SLC22A2	6582
NM_003059	SLC22A4	6583
NM_003060	SLC22A5	6584
NM_003061	SLIT1	6585
NM_003062	SLIT3	6586
NM_003063	SLN	6588
NM_003064	SLPI	6590
NM_003068	SNAI2	6591
NM_003069	SMARCA1	6594
NM_003070	SMARCA2	6595
NM_003071	SMARCA3	6596
NM_003072	SMARCA4	6597
NM_003073	SMARCB1	6598
NM_003075	SMARCC2	6601
NM_003076	SMARCD1	6602
NM_003078	SMARCD3	6604
NM_003079	SMARCE1	6605
NM_003080	SMPD2	6610
NM_003081	SNAP25	6616
NM_003082	SNAPC1	6617
NM_003083	SNAPC2	6618
NM_003084	SNAPC3	6619
NM_003086	SNAPC4	6621
NM_003087	SNCG	6623
NM_003088	FSCN1	6624
NM_003089	SNRP70	6625
NM_003090	SNRPA1	6627
NM_003091	SNRPB	6628
NM_003092	SNRPB2	6629
NM_003093	SNRPC	6631
NM_003094	SNRPE	6635
NM_003095	SNRPF	6636
NM_003096	SNRPG	6637
NM_003098	SNTA1	6640
NM_003099	SNX1	6642
NM_003100	SNX2	6643
NM_003101	SOAT1	6646
NM_003102	SOD3	6649
NM_003103	SON	6651
NM_003104	SORD	6652
NM_003105	SORL1	6653
NM_003106	SOX2	6657
NM_003107	SOX4	6659
NM_003108	SOX11	6664
NM_003110	SP2	6668
NM_003111	SP3	6670
NM_003112	SP4	6671
NM_003113	SP100	6672
NM_003114	SPAG1	6674
NM_003115	UAP1	6675
NM_003116	SPAG4	6676
NM_003117	SPAM1	6677
NM_003118	SPARC	6678
NM_003119	SPG7	6687
NM_003120	SPI1	6688
NM_003121	SPIB	6689
NM_003122	SPINK1	6690
NM_003123	SPN	6693
NM_003124	SPR	6697
NM_003125	SPRR1B	6699
NM_003127	SPTAN1	6709
NM_003128	SPTBN1	6711
NM_003130	SRI	6717
NM_003131	SRF	6722
NM_003132	SRM	6723
NM_003133	SRP9	6726
NM_003134	SRP14	6727
NM_003135	SRP19	6728
NM_003136	SRP54	6729
NM_003137	SRPK1	6732
NM_003139	SRPR	6734
NM_003140	SRY	6736
NM_003141	TRIM21	6737
NM_003142	SSB	6741
NM_003143	SSBP1	6742
NM_003144	SSR1	6745
NM_003145	SSR2	6746
NM_003146	SSRP1	6749
NM_003147	SSX2	6757
NM_003149	STAC	6769
NM_003150	STAT3	6774
NM_003152	STAT5A	6776
NM_003153	STAT6	6778
NM_003154	STATH	6779
NM_003155	STC1	6781
NM_003156	STIM1	6786
NM_003157	NEK4	6787
NM_003159	CDKL5	6792
NM_003160	AURKC	6795
NM_003161	RPS6KB1	6198
NM_003162	STRN	6801
NM_003164	STX5A	6811
NM_003165	STXBP1	6812
NM_003166	SULT1A3	6818
NM_003167	SULT2A1	6822
NM_003168	SUPT4H1	6827
NM_003169	SUPT5H	6829
NM_003170	SUPT6H	6830
NM_003171	SUPV3L1	6832
NM_003172	SURF1	6834
NM_003173	SUV39H1	6839
NM_003174	SVIL	6840
NM_003175	XCL2	6846
NM_003176	SYCP1	6847
NM_003177	SYK	6850
NM_003179	SYP	6855
NM_003180	SYT5	6861
NM_003181	T	6862
NM_003182	TAC1	6863
NM_003184	TAF2	6873
NM_003185	TAF4	6874
NM_003188	MAP3K7	6885
NM_003189	TAL1	6886
NM_003190	TAPBP	6892
NM_003192	TBCC	6903
NM_003193	TBCE	6905
NM_003194	TBP	6908
NM_003195	TCEA2	6919
NM_003196	TCEA3	6920
NM_003198	TCEB3	6924
NM_003199	TCF4	6925
NM_003200	TCF3	6929
NM_003201	TFAM	7019
NM_003202	TCF7	6932
NM_003203	C2orf3	6936
NM_003204	NFE2L1	4779
NM_003205	TCF12	6938
NM_003211	TDG	6996
NM_003212	TDGF1	6997
NM_003213	TEAD4	7004
NM_003214	TEAD3	7005
NM_003215	TEC	7006
NM_003216	TEF	7008
NM_003217	TEGT	7009
NM_003218	TERF1	7013
NM_003219	TERT	7015
NM_003220	TFAP2A	7020
NM_003221	TFAP2B	7021
NM_003222	TFAP2C	7022
NM_003223	TFAP4	7023
NM_003224	ARFRP1	10139
NM_003225	TFF1	7031
NM_003226	TFF3	7033
NM_003227	TFR2	7036
NM_003234	TFRC	7037
NM_003235	TG	7038
NM_003236	TGFA	7039
NM_003238	TGFB2	7042
NM_003239	TGFB3	7043
NM_003240	LEFTY2	7044
NM_003241	TGM4	7047
NM_003242	TGFBR2	7048
NM_003243	TGFBR3	7049
NM_003244	TGIF	7050
NM_003245	TGM3	7053
NM_003246	THBS1	7057
NM_003247	THBS2	7058
NM_003249	THOP1	7064
NM_003250	THRA	7067
NM_003251	THRSP	7069
NM_003252	TIAL1	7073
NM_003253	TIAM1	7074
NM_003254	TIMP1	7076
NM_003255	TIMP2	7077
NM_003256	TIMP4	7079
NM_003257	TJP1	7082
NM_003258	TK1	7083
NM_003259	ICAM5	7087
NM_003260	TLE2	7089
NM_003262	TLOC1	7095
NM_003263	TLR1	7096
NM_003264	TLR2	7097
NM_003265	TLR3	7098
NM_003266	TLR4	7099
NM_003269	NR2E1	7101
NM_003270	TSPAN6	7105
NM_003271	TSPAN4	7106
NM_003272	TM7SF1	7107
NM_003274	TMEM1	7109
NM_003275	TMOD1	7111
NM_003276	TMPO	7112
NM_003277	CLDN5	7122
NM_003278	CLEC3B	7123
NM_003279	TNNC2	7125
NM_003280	TNNC1	7134
NM_003283	TNNT1	7138
NM_003284	TNP1	7141
NM_003285	TNR	7143
NM_003286	TOP1	7150
NM_003287	TPD52L1	7164
NM_003288	TPD52L2	7165
NM_003289	TPM2	7169
NM_003290	TPM4	7171
NM_003291	TPP2	7174
NM_003292	TPR	7175
NM_003294	TPSAB1	7177
NM_003295	TPT1	7178
NM_003296	CRISP2	7180
NM_003297	NR2C1	7181
NM_003298	NR2C2	7182
NM_003299	TRA1	7184
NM_003301	TRHR	7201
NM_003302	TRIP6	7205
NM_003304	TRPC1	7220
NM_003305	TRPC3	7222
NM_003307	TRPM2	7226
NM_003308	TSPY1	7258
NM_003309	TSPYL1	7259
NM_003310	TSSC1	7260
NM_003311	PHLDA2	7262
NM_003312	TST	7263
NM_003313	TSTA3	7264
NM_003314	TTC1	7265
NM_003315	DNAJC7	7266
NM_003316	TTC3	7267
NM_003317	TITF1	7080
NM_003318	TTK	7272
NM_003320	TUB	7275
NM_003321	TUFM	7284
NM_003322	TULP1	7287
NM_003323	TULP2	7288
NM_003325	HIRA	7290
NM_003326	TNFSF4	7292
NM_003327	TNFRSF4	7293
NM_003328	TXK	7294
NM_003329	TXN	7295
NM_003330	TXNRD1	7296
NM_003331	TYK2	7297
NM_003332	TYROBP	7305
NM_003333	UBA52	7311
NM_003334	UBE1	7317
NM_003335	UBE1L	7318
NM_003336	UBE2A	7319
NM_003337	UBE2B	7320
NM_003338	UBE2D1	7321
NM_003339	UBE2D2	7322
NM_003341	UBE2E1	7324
NM_003342	UBE2G1	7326
NM_003343	UBE2G2	7327
NM_003344	UBE2H	7328
NM_003347	UBE2L3	7332
NM_003348	UBE2N	7334
NM_003349	Kua-UEV	387522
NM_003350	UBE2V2	7336
NM_003352	SUMO1	7341
NM_003353	UCN	7349
NM_003355	UCP2	7351
NM_003356	UCP3	7352
NM_003357	SCGB1A1	7356
NM_003358	UGCG	7357
NM_003359	UGDH	7358
NM_003360	UGT8	7368
NM_003361	UMOD	7369
NM_003362	UNG	7374
NM_003363	USP4	7375
NM_003365	UQCRC1	7384
NM_003366	UQCRC2	7385
NM_003367	USF2	7392
NM_003368	USP1	7398
NM_003369	UVRAG	7405
NM_003370	VASP	7408
NM_003371	VAV2	7410
NM_003372	VBP1	7411
NM_003373	VCL	7414
NM_003374	VDAC1	7416
NM_003375	VDAC2	7417
NM_003376	VEGF	7422
NM_003377	VEGFB	7423
NM_003379	VIL2	7430
NM_003380	VIM	7431
NM_003381	VIP	7432
NM_003382	VIPR2	7434
NM_003383	VLDLR	7436
NM_003384	VRK1	7443
NM_003385	VSNL1	7447
NM_003387	WASPIP	7456
NM_003388	CYLN2	7461
NM_003389	CORO2A	7464
NM_003390	WEE1	7465
NM_003391	WNT2	7472
NM_003392	WNT5A	7474
NM_003393	WNT8B	7479
NM_003394	WNT10B	7480
NM_003395	WNT9A	7483
NM_003396	WNT9B	7484
NM_003400	XPO1	7514
NM_003403	YY1	7528
NM_003404	YWHAB	7529
NM_003405	YWHAH	7533
NM_003407	ZFP36	7538
NM_003408	ZFP37	7539
NM_003409	ZFP161	7541
NM_003410	ZFX	7543
NM_003411	ZFY	7544
NM_003412	ZIC1	7545
NM_003413	ZIC3	7547
NM_003414	ZNF267	10308
NM_003416	ZNF7	7553
NM_003417	ZNF264	9422
NM_003418	ZNF9	7555
NM_003419	ZNF345	25850
NM_003420	ZNF35	7584
NM_003423	ZNF43	7594
NM_003425	ZNF45	7596
NM_003426	ZNF74	7625
NM_003427	ZNF76	7629
NM_003429	ZNF85	7639
NM_003430	ZNF91	7644
NM_003431	ZNF124	7678
NM_003433	ZNF132	7691
NM_003434	ZNF133	7692
NM_003435	ZNF134	7693
NM_003436	ZNF135	7694
NM_003437	ZNF136	7695
NM_003438	ZNF137	7696
NM_003439	ZKSCAN1	7586
NM_003440	ZNF140	7699
NM_003441	ZNF141	7700
NM_003442	ZNF143	7702
NM_003443	ZBTB17	7709
NM_003444	ZNF154	7710
NM_003445	ZNF155	7711
NM_003446	ZNF157	7712
NM_003449	TRIM26	7726
NM_003450	ZNF174	7727
NM_003451	ZNF177	7730
NM_003452	ZNF189	7743
NM_003453	ZNF198	7750
NM_003454	ZNF200	7752
NM_003455	ZNF202	7753
NM_003456	ZNF205	7755
NM_003457	ZNF207	7756
NM_003458	BSN	8927
NM_003459	SLC30A3	7781
NM_003460	ZP2	7783
NM_003461	ZYX	7791
NM_003462	DNALI1	7802
NM_003463	PTP4A1	7803
NM_003465	CHIT1	1118
NM_003466	PAX8	7849
NM_003467	CXCR4	7852
NM_003468	FZD5	7855
NM_003469	SCG2	7857
NM_003470	USP7	7874
NM_003471	KCNAB1	7881
NM_003472	DEK	7913
NM_003473	STAM	8027
NM_003474	ADAM12	8038
NM_003475	C11orf13	8045
NM_003476	CSRP3	8048
NM_003477	PDHX	8050
NM_003478	CUL5	8065
NM_003480	MFAP5	8076
